0.605884,0.90054
0.90112,0.0166936
0.504898,0.47438
0.946898,0.837306
0.390423,0.114017
0.125584,0.0491348
0.387738,0.592547
0.171331,0.79046
0.561388,0.77926
0.787011,0.519395
0.336161,0.501846
0.683584,0.0215461
0.0997955,0.863216
0.253914,0.51326
0.51854,0.419874
0.662954,0.496384
0.596759,0.127903
0.634693,0.521928
0.0120548,0.462722
0.718192,0.517655
0.757103,0.618763
0.312784,0.836573
0.619098,0.195807
0.234962,0.682272
0.528642,0.277718
0.106815,0.0676901
0.308725,0.309763
0.348582,0.963164
0.855739,0.681631
0.0556658,0.789972
0.282968,0.421033
0.541704,0.916379
0.0584735,0.905576
0.828883,0.311411
0.668355,0.997803
0.866848,0.013184
0.836421,0.510941
0.761437,0.568194
0.832209,0.410627
0.794153,0.0970794
0.897549,0.659047
0.514267,0.144047
0.324076,0.108402
0.684072,0.965636
0.212104,0.349071
0.359233,0.414838
0.442305,0.919095
0.884945,0.0777612
0.891751,0.781549
0.0892972,0.818049
0.425184,0.475356
0.455611,0.385723
0.693075,0.846522
0.553758,0.247261
0.267434,0.765465
0.51326,0.291971
0.146855,0.737022
0.818232,0.571978
0.161809,0.809168
0.205878,0.731437
0.311777,0.687063
0.94998,0.281716
0.565203,0.458205
0.310038,0.378277
0.153386,0.8352
0.428022,0.255898
0.890225,0.322398
0.453475,0.97824
0.548021,0.212622
0.178289,0.658193
0.82165,0.820215
0.962798,0.805322
0.911649,0.856533
0.233741,0.956145
0.257668,0.354595
0.3361,0.244148
0.45381,0.0483718
0.0195013,0.0655843
0.876461,0.613819
0.340709,0.496841
0.0565813,0.677145
0.263192,0.62035
0.327403,0.997192
0.735679,0.41493
0.778436,0.727683
0.529832,0.366619
0.0477309,0.165868
0.619587,0.456648
0.983123,0.893887
0.382183,0.682577
0.703726,0.718619
0.40315,0.768761
0.0934782,0.317057
0.165807,0.222816
0.257179,0.992645
0.406873,0.393658
0.970733,0.449232
0.419324,0.68807
0.65688,0.989257
0.0837123,0.601428
